ticker,pdf_file,page,lines_table_area_share,lines_table_count,share_excl_frames_090,share_excl_frames_080,share_excl_frames_095,largest_table_share,largest_table_cells,n_frames_excluded_090,error
ETSY,ETSY-Etsy-2023.pdf,50,0.5683835504879602,5,0.5683835504879602,0.5683835504879602,0.5683835504879602,0.4959386005435201,2,0,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,4,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,5,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,6,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,7,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,15,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,19,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,20,1.0330171192286437,7,0.0331220425942438,0.0331220425942438,0.0331220425942438,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,21,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,22,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,23,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,25,0.9998950766343996,1,0.0,0.0,0.0,0.9998950766343996,3,1,
